imdb_id,director,plot,box_office,poster_url,runtime_minutes,metascore,imdb_rating,movieId,title,release_year,status
tt0113089,Carlo Carlei,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.","$3,987,768",https://m.media-amazon.com/images/M/MV5BZDI2YTA0YTctYzZiNS00NTU5LWFlMzctZmM0ZTQ2MzU4MTAyXkEyXkFqcGc@._V1_SX300.jpg,96 min,42.0,6.6,241,Fluke (1995),1995.0,success
tt0110057,Steve James,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,"$7,830,611",https://m.media-amazon.com/images/M/MV5BOGQ0NDdmZjUtYWY5OC00MDQzLThjNTgtZjc5ZTVmNGNhMmI2XkEyXkFqcGc@._V1_SX300.jpg,170 min,98.0,8.3,246,Hoop Dreams (1994),1994.0,success
tt0110005,Peter Jackson,"Two teenage girls share a unique bond: their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.","$3,049,135",https://m.media-amazon.com/images/M/MV5BMjY2OTgyMjMtZGEwYy00NGNjLTg3NmQtNzBmMDRkZmRiYzlhXkEyXkFqcGc@._V1_SX300.jpg,99 min,86.0,7.3,247,Heavenly Creatures (1994),1994.0,success
tt0110116,Bernard Rose,"A biopic exploring Beethoven's tumultuous life, focusing on his romantic pursuits. The film investigates the identity of the mysterious woman to whom the composer penned a passionate love letter, delving into his complex relations...","$9,914,409",https://m.media-amazon.com/images/M/MV5BYTcyZjIyMjEtZTk0OC00ZTM1LTg3YjctY2I3ZThiMWE5YzczXkEyXkFqcGc@._V1_SX300.jpg,121 min,,7.4,249,Immortal Beloved (1994),1994.0,success
tt0110099,Fred Schepisi,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.","$26,381,221",https://m.media-amazon.com/images/M/MV5BMDkyZmFiNmQtNWY1YS00N2MxLWJkMDItNWI5ODIxNWY1M2FiXkEyXkFqcGc@._V1_SX300.jpg,100 min,66.0,6.2,252,I.Q. (1994),1994.0,success
tt0113463,James Ivory,Widower Thomas Jefferson (3rd US president 1801-09) lives in Paris 1785-90 with his daughter. He has a pretty slave girl accompany his other daughter to France. He has an alleged affair with her resulting in children.,"$2,473,668",https://m.media-amazon.com/images/M/MV5BOTk5YjcwZmUtMzVkYi00YjI0LTliZTktZjQyMWNlZDgyZmM0XkEyXkFqcGc@._V1_SX300.jpg,139 min,45.0,5.7,254,Jefferson in Paris (1995),1995.0,success
tt0110216,Ivan Reitman,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.","$36,763,355",https://m.media-amazon.com/images/M/MV5BYmY3YWMyMWYtN2UyYS00YjgwLWEyOTktMmNjY2JiN2MyNWY5XkEyXkFqcGc@._V1_SX300.jpg,109 min,59.0,4.8,256,Junior (1994),1994.0,success
tt0113501,Arne Glimcher,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,"$36,853,222",https://m.media-amazon.com/images/M/MV5BYzJkYjFhZmMtMDZiZi00YjE0LTlhZTAtZGUyNGFkOWVhODk3XkEyXkFqcGc@._V1_SX300.jpg,102 min,48.0,6.4,257,Just Cause (1995),1995.0,success
tt0113552,Barbet Schroeder,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,"$14,942,422",https://m.media-amazon.com/images/M/MV5BNWYxNGZjMDgtOWRjMC00NTYwLWIwZjAtNjJlYmQ3MmZmOWQzXkEyXkFqcGc@._V1_SX300.jpg,101 min,72.0,6.0,259,Kiss of Death (1995),1995.0,success
tt0076759,George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...","$460,998,507",https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg,121 min,90.0,8.6,260,Star Wars: Episode IV - A New Hope (1977),1977.0,success
tt0110367,Gillian Armstrong,"Jo struggles for independence and sometimes clashes with her beloved mother and sisters Meg, Amy and Beth. She also contends with their cranky Aunt March, their impulsive neighbor Laurie and kindly linguistics professor Friedrich ...","$50,083,616",https://m.media-amazon.com/images/M/MV5BNjk0MGY3Y2ItMDQzMy00MGNlLThmOWMtNzE3N2ZhMTQ2YTkwXkEyXkFqcGc@._V1_SX300.jpg,115 min,87.0,7.3,261,Little Women (1994),1994.0,success
tt0110296,Ken Loach,"Maggie, an unmarried mother of four children by four different men who abused her, leaves her kids home alone one night. A fire injures them and child services takes custody. Maggie fails to regain custody of her children.","$152,457",https://m.media-amazon.com/images/M/MV5BMTAzYmFlYTktNjA4Yi00NDAxLTljNzgtMmNhM2IwZWViNzJmXkEyXkFqcGc@._V1_SX300.jpg,101 min,83.0,7.4,263,Ladybird Ladybird (1994),1994.0,success
tt0110322,Edward Zwick,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","$66,638,883",https://m.media-amazon.com/images/M/MV5BMzFlMjE3NjYtYjIwMC00YTVhLWJlOWMtZjM1NDdmMTk1OGRlXkEyXkFqcGc@._V1_SX300.jpg,133 min,45.0,7.5,266,Legends of the Fall (1994),1994.0,success
tt0110443,Nick Castle,"When a recently discharged Marine struggles to adjust to civilian life, his commanding officer brings him back to the military to train and lead a group of misfit JORTC cadets.","$29,412,050",https://m.media-amazon.com/images/M/MV5BYTY5MGUxNjUtM2VjNy00MWQxLTg0NjEtMGU4NTZiYjhlOGJlXkEyXkFqcGc@._V1_SX300.jpg,95 min,34.0,6.3,267,Major Payne (1995),1995.0,success
tt0110391,Glenn Gordon Caron,"Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months later if the attraction lasts.","$18,272,894",https://m.media-amazon.com/images/M/MV5BNmU3OGYxZjMtMWIwMy00ZjdmLTg5MWItNjA5NmRlMTdmMTQ4XkEyXkFqcGc@._V1_SX300.jpg,108 min,55.0,6.0,270,Love Affair (1994),1994.0,success
tt0113691,Stephen Gyllenhaal,"The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.","$7,603,766",https://m.media-amazon.com/images/M/MV5BMmMxZjhlODYtN2JhNy00YmI5LTg4ODAtZjBlOGQ0MmU1ODFjXkEyXkFqcGc@._V1_SX300.jpg,111 min,,6.4,271,Losing Isaiah (1995),1995.0,success
tt0113755,James Orr,"A young boy refuses to accept his mother's new boyfriend despite his attempts to win his respect. Meanwhile, the disgruntled relative of a criminal he prosecuted seeks revenge.","$40,070,995",https://m.media-amazon.com/images/M/MV5BOTQ4OGVlYTgtNWRkNi00ZjQ2LTlmODQtMDg3NzIxMmM5N2JmXkEyXkFqcGc@._V1_SX300.jpg,96 min,,5.3,274,Man of the House (1995),1995.0,success
tt0110538,Nora Ephron,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,"$6,821,850",https://m.media-amazon.com/images/M/MV5BNTFjZWNlN2EtMDNhNC00MTBkLWI3ZTUtMjZiM2VkNGRlMTJkXkEyXkFqcGc@._V1_SX300.jpg,97 min,14.0,5.4,275,Mixed Nuts (1994),1994.0,success
tt0110516,Richard Benjamin,A group of young boys befriend a prostitute named V.,"$18,137,661",https://m.media-amazon.com/images/M/MV5BZmY0MjcyZTEtZjMwYi00OTU2LWFiMTgtYjUxMTNmNTBlNjllXkEyXkFqcGc@._V1_SX300.jpg,110 min,,5.7,276,Milk Money (1994),1994.0,success
tt0110527,Les Mayfield,A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,"$17,320,136",https://m.media-amazon.com/images/M/MV5BMzA2YjU3NjUtZDNiOS00ZjY2LThjOTYtYjQ1MGM4MTk4YzZjXkEyXkFqcGc@._V1_SX300.jpg,114 min,,6.6,277,Miracle on 34th Street (1994),1994.0,success
tt0113808,David Frankel,"Gwyn begins doubting her ""yes"" to Matt's wedding proposal, when she hears about her parents' and brother's adultery.","$5,221,281",https://m.media-amazon.com/images/M/MV5BZjU1YWRmNjktMzFmYi00ZDUyLWI2Y2EtZTM4NTU2ZGZlOTI4XkEyXkFqcGc@._V1_SX300.jpg,95 min,,5.4,278,Miami Rhapsody (1995),1995.0,success
tt0113896,Gregory Nava,A man makes his way from Mexico to Los Angeles in the 1920s and gets married and raises a big family there. The movie follows the children until they get married and start their families in the 1960s.,"$11,079,373",https://m.media-amazon.com/images/M/MV5BOTA5NzYzMzgtNTQ1ZC00NzU1LTg5YzYtYjMxZWRjYTAzZjc1XkEyXkFqcGc@._V1_SX300.jpg,128 min,,7.3,279,My Family (1995),1995.0,success
tt0113870,Marc Rocco,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,"$17,381,942",https://m.media-amazon.com/images/M/MV5BYjY0NTZjNzgtMjU1Mi00Nzk5LTg1MmQtODRjMTEyYTFhZTAxXkEyXkFqcGc@._V1_SX300.jpg,122 min,,7.3,280,Murder in the First (1995),1995.0,success
tt0110684,Robert Benton,A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,"$39,491,975",https://m.media-amazon.com/images/M/MV5BNmNmYWYwZTctM2QzYS00Y2JlLTkyODgtYmVlNmRhNGE3YWJkXkEyXkFqcGc@._V1_SX300.jpg,110 min,86.0,7.3,281,Nobody's Fool (1994),1994.0,success
tt0110638,Michael Apted,"In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets.","$33,683,817",https://m.media-amazon.com/images/M/MV5BNTkxY2NkMmItOTNmNy00NGU0LTlhM2UtOGQwNDhmNTBmNzQ3XkEyXkFqcGc@._V1_SX300.jpg,112 min,60.0,6.5,282,Nell (1994),1994.0,success
tt0113967,Nick Gomez,"Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trou...","$3,565,508",https://m.media-amazon.com/images/M/MV5BZDE4MmMxODItMGM3MS00MWJlLWFiMTAtM2Y4NDY4ZmM5OWRlXkEyXkFqcGc@._V1_SX300.jpg,98 min,,6.6,283,New Jersey Drive (1995),1995.0,success
tt0110671,Alan Jacobs,A lonely young woman decides to kindle her passions in a fling with a married photographer after feeling challenged by her own best friend's affair.,"$189,509",https://m.media-amazon.com/images/M/MV5BODk1MWYwYWEtODQ3OS00OTI5LWJkYTktZTk5MTAyYWY3ZDA1XkEyXkFqcGc@._V1_SX300.jpg,98 min,,5.4,287,Nina Takes a Lover (1994),1994.0,success
tt0110632,Oliver Stone,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"$50,282,766",https://m.media-amazon.com/images/M/MV5BNTlmYjkxNzYtYWMwMC00NTNhLWExZjEtNmUwMzlmYWJhOGFjXkEyXkFqcGc@._V1_SX300.jpg,119 min,74.0,7.2,288,Natural Born Killers (1994),1994.0,success
tt0110737,Norman Jewison,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later, when she's about to marry someone else, a Damon Bradley calls to wish them well, and Faith blows off her wedding to follow Damon to Italy.","$20,059,210",https://m.media-amazon.com/images/M/MV5BNzg3NjFkNjgtNDZkNy00MDBiLTg3ZTYtZmI2NGY3NzEyY2IzXkEyXkFqcGc@._V1_SX300.jpg,109 min,,6.5,289,Only You (1994),1994.0,success
tt0110729,Lee Tamahori,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,"$1,608,570",https://m.media-amazon.com/images/M/MV5BOTdjYzZiZjMtMzk1MC00MDczLWIxNWEtMjk1ZDMxMzNlZDE2XkEyXkFqcGc@._V1_SX300.jpg,102 min,77.0,7.9,290,Once Were Warriors (1994),1994.0,success
tt0114151,Anne Goursaud,"First time out of Michigan, Lily starts art school in LA and shares a house with other young artistic people. Both her teacher and a roomie/classmate show interest in her.",,https://m.media-amazon.com/images/M/MV5BN2IzZmIzZmMtOGM2NC00MmU3LThmMzAtNGZmYzk4OGRkYWE2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,106 min,,4.4,291,Poison Ivy II (1996),1996.0,success
tt0114069,Wolfgang Petersen,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,"$67,659,560",https://m.media-amazon.com/images/M/MV5BNGYxY2Q0YzUtMmE3OS00ZmQ5LWFiOGUtZDZmNTJlM2YyZjJmXkEyXkFqcGc@._V1_SX300.jpg,127 min,64.0,6.6,292,Outbreak (1995),1995.0,success
tt0110912,Quentin Tarantino,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","$107,928,762",https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_SX300.jpg,154 min,95.0,8.8,296,Pulp Fiction (1994),1994.0,success
tt0110889,Antonia Bird,"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.","$4,165,845",https://m.media-amazon.com/images/M/MV5BM2FlZTliMTctNjg5ZC00ZGY0LThkMjItNGMyY2MzNTkyOGYxXkEyXkFqcGc@._V1_SX300.jpg,98 min,,7.1,299,Priest (1994),1994.0,success
tt0110932,Robert Redford,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","$24,822,619",https://m.media-amazon.com/images/M/MV5BYzYyMjAzN2YtYTJiNC00MDhhLWE0MmUtZTE0ZmUxODU3MzkyXkEyXkFqcGc@._V1_SX300.jpg,133 min,92.0,7.5,300,Quiz Show (1994),1994.0,success
tt0114296,Peter Yates,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,"$12,096,881",https://m.media-amazon.com/images/M/MV5BYTQwNzdmZWYtMTg2Ny00MWZiLTg0M2UtYzYwMTM4YzgyZmY4XkEyXkFqcGc@._V1_SX300.jpg,108 min,,6.4,304,Roommates (1995),1995.0,success
tt0114268,Fred Gerber,"Harry Haber, the owner of a rent office, has an original idea: to rent babies from a nearby orphanage to the local families. He rents the three Ward children to his first customers.",,https://m.media-amazon.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@._V1_SX300.jpg,85 min,,5.4,310,Rent-a-Kid (1995),1995.0,success
tt0110965,George Mihalka,Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,,https://m.media-amazon.com/images/M/MV5BYTAyMDBkYTgtNzNhOC00ZWFmLWFlYjEtMzA0MGY4MDEwZjM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,94 min,,5.5,311,Relative Fear (1994),1994.0,success
tt0114571,Harold Ramis,A self-help advocate struggles to put his dysfunctional family in its place.,"$912,082",https://m.media-amazon.com/images/M/MV5BMzY0MDRkYTgtYjgyOC00MDk0LTgyMjAtNDA0NGFiYTgyYjE4XkEyXkFqcGc@._V1_SX300.jpg,95 min,54.0,5.3,312,Stuart Saves His Family (1995),1995.0,success
tt0111282,Roland Emmerich,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","$71,567,262",https://m.media-amazon.com/images/M/MV5BNGRmZmNhMTctZTBiMy00ZmJhLWE3MmMtMDNmZWRkZjczMGVkXkEyXkFqcGc@._V1_SX300.jpg,121 min,42.0,7.0,316,Stargate (1994),1994.0,success
tt0111149,Danny Boyle,Three friends discover their new flatmate dead but loaded with cash.,"$2,079,569",https://m.media-amazon.com/images/M/MV5BZjgyZDcwOGYtZDVmMi00NWY0LWI0NDUtMGFiMzA1YjRlMjZlXkEyXkFqcGc@._V1_SX300.jpg,89 min,69.0,7.2,319,Shallow Grave (1994),1994.0,success
tt0108260,"Scott McGehee, David Siegel","After his brother tries to kill him, a man survives only to find himself in another man's body.","$102,780",https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,96 min,,6.5,320,Suture (1993),1993.0,success
tt0113936,Kelly Makin,"To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.","$4,686,937",https://m.media-amazon.com/images/M/MV5BOGJiNGU2ZmItYmJiZi00MGI2LWFiMjAtNDhiNDQ3ODY5ZDg0XkEyXkFqcGc@._V1_SX300.jpg,91 min,,5.6,325,National Lampoon's Senior Trip (1995),1995.0,success
tt0114614,Rachel Talalay,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.","$4,064,495",https://m.media-amazon.com/images/M/MV5BYjAwYjZmMGEtZmE4ZS00ZmViLWEzNWMtNGFiM2UyOGI5NmMxXkEyXkFqcGc@._V1_SX300.jpg,104 min,46.0,5.4,327,Tank Girl (1995),1995.0,success
tt0111280,David Carson,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.","$75,671,125",https://m.media-amazon.com/images/M/MV5BNDFjYmFmNmItODM5Ny00YzhlLWEzNjEtNTBlNjRiN2RlYTRhXkEyXkFqcGc@._V1_SX300.jpg,118 min,55.0,6.6,329,Star Trek: Generations (1994),1994.0,success
tt0114609,Rusty Cundieff,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,"$11,837,928",https://m.media-amazon.com/images/M/MV5BNjE3YmQ4ZjMtYTQwNC00NzcxLThkOGUtZTNhMzJhZDg2MGEyXkEyXkFqcGc@._V1_SX300.jpg,98 min,,6.5,330,Tales from the Hood (1995),1995.0,success
tt0111454,Brian Gilbert,"In 1915, Tom and Viv elope, but her gynecological and emotional problems disrupt their honeymoon. Her father is angry because Tom's poetry doesn't bring in enough to live, but her mother is happy Viv has found a tender and discree...","$538,534",https://m.media-amazon.com/images/M/MV5BYjQyZjNmNmEtYzcwYS00MDYzLTg4ZDYtY2VjMTg1MDFmNzU1XkEyXkFqcGc@._V1_SX300.jpg,115 min,,6.2,331,Tom & Viv (1994),1994.0,success
tt0114852,John Carpenter,A small town's women give birth to unfriendly alien children posing as humans.,"$9,418,365",https://m.media-amazon.com/images/M/MV5BZjU0ZDMyOTgtNWU0YS00MjFmLWJjOTEtYjViMDI1NWUyMGE5XkEyXkFqcGc@._V1_SX300.jpg,98 min,41.0,5.6,332,Village of the Damned (1995),1995.0,success
tt0114694,Peter Segal,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.","$32,679,899",https://m.media-amazon.com/images/M/MV5BMWMwOWU4NmYtZmU2Ny00MjM0LWI4NmQtN2YwNzdhYTI1MmFlXkEyXkFqcGc@._V1_SX300.jpg,97 min,46.0,7.1,333,Tommy Boy (1995),1995.0,success
tt0111590,Louis Malle,"New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.","$1,746,050",https://m.media-amazon.com/images/M/MV5BOWZiODg0NmMtYWJlYi00MTZkLWFmMmEtYjMxYmU0MWRkOTIyXkEyXkFqcGc@._V1_SX300.jpg,119 min,,7.3,334,Vanya on 42nd Street (1994),1994.0,success
tt0114788,Steven Soderbergh,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,"$536,023",https://m.media-amazon.com/images/M/MV5BOWZmMzA1YzctM2VkZS00OTcwLTk5NWYtYjFjMjVkOGJkM2Q1XkEyXkFqcGc@._V1_SX300.jpg,99 min,69.0,6.1,335,Underneath (1995),1995.0,success
tt0108550,Lasse Hallström,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"$10,032,765",https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@._V1_SX300.jpg,118 min,73.0,7.7,337,What's Eating Gilbert Grape (1993),1993.0,success
tt0114857,Brett Leonard,"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.","$24,047,675",https://m.media-amazon.com/images/M/MV5BYzUwM2NkYzctYzUzOC00NGE5LTgyNWYtZmQ1MmI4MWVjZGUxXkEyXkFqcGc@._V1_SX300.jpg,106 min,39.0,5.5,338,Virtuosity (1995),1995.0,success
tt0114924,Jon Turteltaub,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,"$81,057,016",https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@._V1_SX300.jpg,103 min,67.0,6.8,339,While You Were Sleeping (1995),1995.0,success
tt0109655,Mina Shum,"East clashes with West and generations collide as a young Chinese woman struggles to appease her old-fashioned father, and at the same time pursue her modern dreams.","$759,393",https://m.media-amazon.com/images/M/MV5BYjYwZGJhZDQtOWYzOC00NzA1LTgwZWMtNmU4MWQwMGQ3NGE3XkEyXkFqcGc@._V1_SX300.jpg,87 min,,7.1,341,Double Happiness (1994),1994.0,success
tt0110598,P.J. Hogan,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.","$15,119,639",https://m.media-amazon.com/images/M/MV5BOGJkMmUwODMtZGU0Yi00YWRiLThlZGEtMTg2YTVkODcwZDQxXkEyXkFqcGc@._V1_SX300.jpg,106 min,63.0,7.2,342,Muriel's Wedding (1994),1994.0,success
tt0109040,Tom Shadyac,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,"$72,217,396",https://m.media-amazon.com/images/M/MV5BOWU1M2Q5MDgtOTkxZS00NjdmLWFlNWEtOGEyOTNlNGYyYTZlXkEyXkFqcGc@._V1_SX300.jpg,86 min,37.0,6.9,344,Ace Ventura: Pet Detective (1994),1994.0,success
tt0104779,Roman Polanski,"After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.","$1,862,805",https://m.media-amazon.com/images/M/MV5BMDEwOWE1ZGItYTg4Ny00MTlmLTgwZDEtMTRlY2QyODkzNTk4XkEyXkFqcGc@._V1_SX300.jpg,139 min,62.0,7.2,347,Bitter Moon (1992),1992.0,success
tt0109348,Woody Allen,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.","$13,383,747",https://m.media-amazon.com/images/M/MV5BNjIxNzYzOTMtNThmMy00ZjU0LTlhN2UtYzU4MmUxNjRhYjI1XkEyXkFqcGc@._V1_SX300.jpg,98 min,,7.4,348,Bullets Over Broadway (1994),1994.0,success
tt0109444,Phillip Noyce,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,"$122,187,717",https://m.media-amazon.com/images/M/MV5BZmRhZWJhZTctZjE4OS00NzM0LWIyYzEtNTM2MDgyY2MwNTQzXkEyXkFqcGc@._V1_SX300.jpg,141 min,72.0,6.9,349,Clear and Present Danger (1994),1994.0,success
tt0109484,Jessie Nelson,"In 1959, a widower hires a warm-hearted housekeeper/nanny to care for his seven-year-old daughter.","$20,164,171",https://m.media-amazon.com/images/M/MV5BZGIzMGE0MjAtOTc2Ny00NTA4LWE2YTQtYzRlYjNlNzE4ODRhXkEyXkFqcGc@._V1_SX300.jpg,115 min,,6.6,351,"Corrina, Corrina (1994)",1994.0,success
tt0109504,Spike Lee,"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.","$13,642,861",https://m.media-amazon.com/images/M/MV5BZWE2NDNhNjQtOGExMC00MWQ1LTg2N2UtNGZjYzVjNWZiYjkzXkEyXkFqcGc@._V1_SX300.jpg,115 min,65.0,7.0,352,Crooklyn (1994),1994.0,success
tt0109450,Ron Shelton,A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,"$1,007,583",https://m.media-amazon.com/images/M/MV5BYWJjNjExY2QtMGM5MC00NTYyLTk1NDgtOGI4ZTg1NTQ3ZTJhXkEyXkFqcGc@._V1_SX300.jpg,128 min,66.0,6.4,354,Cobb (1994),1994.0,success
tt0109830,Robert Zemeckis,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.","$330,455,270",https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_SX300.jpg,142 min,82.0,8.8,356,Forrest Gump (1994),1994.0,success
tt0109831,Mike Newell,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","$52,700,832",https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,117 min,81.0,7.1,357,Four Weddings and a Funeral (1994),1994.0,success
tt0113305,John Singleton,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.","$38,290,723",https://m.media-amazon.com/images/M/MV5BOTkzMmJiOTEtZDU1MC00NjQzLTk1OTQtOTQzNDVkMjYwNWQ3XkEyXkFqcGc@._V1_SX300.jpg,128 min,54.0,6.5,358,Higher Learning (1995),1995.0,success
tt0110091,Darnell Martin,Money issues and misunderstandings divide a couple who struggle to raise their children in the Bronx.,"$1,760,527",https://m.media-amazon.com/images/M/MV5BZjRkNjJkNmItZTkwZC00NDI1LTg1NWItY2E5NTg4MmFkZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,104 min,,6.7,359,I Like It Like That (1994),1994.0,success
tt0110093,Charles Shyer,Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,"$30,806,194",https://m.media-amazon.com/images/M/MV5BOTFlZWEzM2QtN2NhYy00NjY4LWFkZWEtYWM1MWI2ZGM3NDhkXkEyXkFqcGc@._V1_SX300.jpg,123 min,,5.3,360,I Love Trouble (1994),1994.0,success
tt0110167,Andrew Bergman,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,"$37,939,757",https://m.media-amazon.com/images/M/MV5BZDAxZTM1MGMtZmE1ZC00ZjliLTgwNzYtMThmY2E5NmUxZTA2XkEyXkFqcGc@._V1_SX300.jpg,101 min,64.0,6.4,361,It Could Happen to You (1994),1994.0,success
tt0107426,Bernardo Bertolucci,"After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.","$4,858,139",https://m.media-amazon.com/images/M/MV5BMTBmMzk1ZDQtNzRlZS00ZWYyLTlmNjYtNDMxMDIzMWJjNjg1XkEyXkFqcGc@._V1_SX300.jpg,123 min,57.0,6.1,365,Little Buddha (1993),1993.0,success
tt0110478,Richard Donner,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","$101,631,272",https://m.media-amazon.com/images/M/MV5BMjk5MzdhYWMtOWU3Yi00MTE5LWEyYTEtOGU5NWM0NWNmZDE1XkEyXkFqcGc@._V1_SX300.jpg,127 min,62.0,7.0,368,Maverick (1994),1994.0,success
